Artist,Track,Danceability,Energy,Duration_min,Views,Likes
Gorillaz,Feel Good Inc.,0.818,0.705,3.7106666666666666,693555221.0,6220896.0
Gorillaz,Rhinestone Eyes,0.676,0.703,3.3362166666666666,72011645.0,1079128.0
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),0.695,0.923,3.5858333333333334,8435055.0,282142.0
Gorillaz,On Melancholy Hill,0.689,0.739,3.8977833333333334,211754952.0,1788577.0
Gorillaz,Clint Eastwood,0.663,0.694,5.682,618480958.0,6197318.0
Gorillaz,DARE,0.76,0.891,4.083333333333333,259021161.0,1844658.0
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,0.716,0.897,4.5690333333333335,451996.0,11686.0
Gorillaz,She's My Collar (feat. Kali Uchis),0.726,0.815,3.4926666666666666,1010982.0,17675.0
Gorillaz,Cracker Island (feat. Thundercat),0.741,0.913,3.5625,24459820.0,739527.0
Gorillaz,Dirty Harry,0.625,0.877,3.8404333333333334,154761056.0,1386920.0
Red Hot Chili Peppers,Californication,0.592,0.767,5.49555,1018811259.0,4394471.0
Red Hot Chili Peppers,Under the Bridge,0.559,0.345,4.405116666666666,246687714.0,1213572.0
Red Hot Chili Peppers,Can't Stop,0.618,0.938,4.483333333333333,336635759.0,1740224.0
Red Hot Chili Peppers,Scar Tissue,0.595,0.717,3.59845,435121530.0,1890900.0
Red Hot Chili Peppers,Otherside,0.458,0.795,4.256216666666667,673528656.0,3140356.0
Red Hot Chili Peppers,Snow (Hey Oh),0.427,0.9,5.5777833333333335,320871237.0,1272266.0
Red Hot Chili Peppers,Dani California,0.556,0.913,4.7026666666666666,324228662.0,1456622.0
Red Hot Chili Peppers,By the Way,0.451,0.97,3.61555,179005296.0,784717.0
Red Hot Chili Peppers,Give It Away,0.666,0.936,4.715116666666667,86637926.0,434837.0
Red Hot Chili Peppers,Dark Necessities,0.7,0.742,5.033333333333333,440037964.0,2094182.0
50 Cent,In Da Club,0.902,0.72,3.22445,1682616458.0,10481678.0
50 Cent,Candy Shop,0.614,0.574,3.485116666666667,838974650.0,5014527.0
50 Cent,Just A Lil Bit,0.489,0.692,3.9617833333333334,476133463.0,2523312.0
50 Cent,P.I.M.P.,0.7,0.758,4.157783333333334,572659065.0,3334710.0
50 Cent,Many Men (Wish Death),0.653,0.826,4.27045,441155628.0,2765887.0
50 Cent,Disco Inferno,0.925,0.659,3.57045,39825951.0,382791.0
50 Cent,21 Questions,0.576,0.807,3.74045,503248572.0,2759199.0
50 Cent,Is This Love ('09) (feat. 50 Cent),0.853,0.776,3.53355,5289821.0,245935.0
50 Cent,If I Can't,0.892,0.631,3.2773333333333334,46096.0,612.0
50 Cent,Best Friend - Remix,0.545,0.64,4.24155,291023.0,5729.0
Metallica,Enter Sandman (Remastered),0.566,0.834,5.526,573553706.0,2828795.0
Metallica,Nothing Else Matters (Remastered),0.547,0.394,6.478883333333333,1209806093.0,5127599.0
Metallica,Master of Puppets (Remastered),0.539,0.828,8.589783333333333,20762910.0,293409.0
Metallica,Whiskey In The Jar,0.511,0.972,5.08155,107553434.0,429797.0
Metallica,The Unforgiven (Remastered),0.531,0.583,6.4526666666666666,426125708.0,1781690.0
Metallica,One (Remastered),0.438,0.687,7.435766666666667,524.0,18.0
Metallica,For Whom The Bell Tolls (Remastered),0.512,0.86,5.166216666666666,23666398.0,274106.0
Metallica,Lux Æterna,0.386,0.996,3.428,14937918.0,473751.0
Metallica,Sad But True (Remastered),0.624,0.876,5.41,72737062.0,418124.0
Metallica,Screaming Suicide,0.425,0.972,5.50755,4317758.0,217109.0
Coldplay,Yellow,0.429,0.661,4.4462166666666665,832532409.0,4600933.0
Coldplay,Viva La Vida,0.486,0.617,4.03955,789581468.0,4370461.0
Coldplay,Sparks,0.371,0.268,3.784883333333333,73201019.0,787343.0
Coldplay,Something Just Like This,0.617,0.635,4.1193333333333335,2118018686.0,10282499.0
Coldplay,The Scientist,0.557,0.442,5.16,1082588109.0,5532787.0
Coldplay,A Sky Full of Stars,0.545,0.675,4.46445,786404613.0,3741300.0
Coldplay,Paradise,0.449,0.585,4.645316666666667,1665814269.0,8497224.0
Coldplay,Hymn for the Weekend,0.491,0.693,4.30445,1828242112.0,13515772.0
Coldplay,My Universe,0.573,0.711,3.7699666666666665,254655970.0,8867547.0
Coldplay,Fix You,0.209,0.417,4.92555,566239229.0,2962029.0
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,0.794,0.811,4.140216666666666,32310867.0,956073.0
Daft Punk,One More Time,0.613,0.697,5.339283333333333,432177586.0,2707992.0
Daft Punk,Instant Crush (feat. Julian Casablancas),0.775,0.585,5.626,606828966.0,3111505.0
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),0.81,0.793,6.16045,32310867.0,956073.0
Daft Punk,Around the World,0.956,0.795,7.158883333333334,38218353.0,466569.0
Daft Punk,"Harder, Better, Faster, Stronger",0.817,0.716,3.744883333333333,121308880.0,1329678.0
Daft Punk,Something About Us,0.875,0.475,3.8777833333333334,77464307.0,723914.0
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),0.832,0.659,5.898216666666666,195983803.0,1115598.0
Daft Punk,Veridis Quo,0.605,0.687,5.753116666666667,23984070.0,216822.0
Daft Punk,Digital Love,0.644,0.664,5.022883333333334,30079390.0,203063.0
Linkin Park,In the End,0.556,0.864,3.6146666666666665,1487186392.0,10183387.0
Linkin Park,Numb,0.496,0.863,3.0931166666666665,1928733776.0,12341722.0
Linkin Park,What I've Done,0.623,0.93,3.4268833333333335,587927093.0,3370635.0
Linkin Park,Numb / Encore,0.687,0.793,3.4288833333333333,44436981.0,226771.0
Linkin Park,One Step Closer,0.492,0.969,2.6222166666666666,154808291.0,1102031.0
Linkin Park,Faint,0.554,0.978,2.71,378323695.0,2061834.0
Linkin Park,Bleed It Out,0.529,0.967,2.772883333333333,135176149.0,762715.0
Linkin Park,Papercut,0.524,0.939,3.0811166666666665,240834555.0,1400306.0
Linkin Park,Crawling,0.58,0.702,3.482666666666667,374506972.0,2197293.0
Linkin Park,BURN IT DOWN,0.585,0.972,3.83755,353135986.0,2534190.0
Radiohead,Creep,0.515,0.43,3.977333333333333,763497849.0,4777393.0
Radiohead,No Surprises,0.255,0.393,3.8186666666666667,167847274.0,1274934.0
Radiohead,Karma Police,0.36,0.501,4.401116666666667,89246405.0,593396.0
Radiohead,High and Dry,0.419,0.383,4.291333333333333,80290.0,2133.0
Radiohead,Exit Music (For A Film),0.293,0.276,4.453116666666666,10644157.0,171322.0
Radiohead,Weird Fishes/ Arpeggi,0.531,0.61,5.303116666666667,15335499.0,125774.0
Radiohead,Jigsaw Falling Into Place,0.462,0.832,4.148216666666666,26398730.0,180969.0
Radiohead,Fake Plastic Trees,0.463,0.229,4.845116666666667,61340263.0,398951.0
Radiohead,Just,0.291,0.767,3.9133333333333336,15041854.0,146328.0
Radiohead,Nude,0.516,0.342,4.25645,12205514.0,124486.0
AC/DC,Highway to Hell,0.574,0.913,3.473333333333333,274830901.0,2039258.0
AC/DC,Thunderstruck,0.502,0.89,4.881333333333333,1224226060.0,5989128.0
AC/DC,Back In Black,0.31,0.7,4.258216666666667,915158054.0,5643694.0
AC/DC,You Shook Me All Night Long,0.532,0.767,3.502883333333333,279117834.0,1348845.0
AC/DC,T.N.T.,0.754,0.759,3.5777833333333335,240908491.0,934797.0
AC/DC,Hells Bells,0.389,0.873,5.204883333333333,252038354.0,1067479.0
AC/DC,Dirty Deeds Done Dirt Cheap,0.668,0.906,3.86555,852728.0,14044.0
AC/DC,Shoot to Thrill,0.457,0.904,5.29045,172293392.0,642344.0
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),0.456,0.863,5.02045,102527.0,1881.0
AC/DC,Rock N Roll Train,0.547,0.931,4.35845,18237531.0,119749.0
Black Eyed Peas,I Gotta Feeling,0.744,0.766,4.818883333333333,638267058.0,3670416.0
Black Eyed Peas,DON'T YOU WORRY,0.831,0.868,3.2406333333333333,144690551.0,1327396.0
Black Eyed Peas,Where Is The Love?,0.834,0.699,4.542216666666667,888076529.0,4899065.0
Black Eyed Peas,Just Can’t Get Enough,0.659,0.628,3.6571166666666666,292211575.0,1594576.0
Black Eyed Peas,GIRL LIKE ME,0.965,0.485,3.7087166666666667,662529115.0,5488829.0
Black Eyed Peas,Pump It,0.649,0.931,3.5511166666666667,755836314.0,4746197.0
Black Eyed Peas,Pump It Louder,0.66,0.942,2.64285,2099141.0,61252.0
Black Eyed Peas,Meet Me Halfway,0.798,0.629,4.73955,458724349.0,2094991.0
Black Eyed Peas,RITMO (Bad Boys For Life),0.732,0.716,3.5809166666666665,1021503328.0,6398855.0
Black Eyed Peas,SIMPLY THE BEST,0.872,0.789,3.9365,43226385.0,242932.0
Michael Jackson,Billie Jean,0.932,0.457,4.903783333333333,1300732161.0,9523245.0
Michael Jackson,Chicago,0.608,0.756,4.091783333333334,545655.0,7314.0
Michael Jackson,Beat It,0.776,0.711,4.306666666666667,905692299.0,6656468.0
Michael Jackson,Smooth Criminal - 2012 Remaster,0.853,0.981,4.296,84652754.0,672624.0
Michael Jackson,Rock with You - Single Version,0.808,0.535,3.6771166666666666,301845823.0,2269865.0
Michael Jackson,Don't Stop 'Til You Get Enough,0.878,0.821,6.091116666666666,349102050.0,2254295.0
Michael Jackson,They Don't Care About Us,0.859,0.905,4.736,978680025.0,8312571.0
Michael Jackson,Remember the Time,0.831,0.921,3.9871166666666666,504057332.0,3085718.0
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,0.877,0.854,4.968666666666667,436325398.0,2515830.0
Michael Jackson,Love Never Felt So Good,0.775,0.719,4.10045,343328494.0,2121502.0
P!nk,Just Give Me a Reason (feat. Nate Ruess),0.778,0.547,4.04555,1518313784.0,6420621.0
P!nk,Never Gonna Not Dance Again,0.668,0.802,3.76315,10941241.0,216805.0
P!nk,Raise Your Glass,0.7,0.709,3.3826666666666667,237232986.0,1026177.0
P!nk,Try,0.674,0.628,4.131783333333333,534286492.0,2554163.0
P!nk,So What,0.534,0.87,3.586,432775314.0,2187945.0
P!nk,What About Us,0.491,0.588,4.493333333333333,339837769.0,1819636.0
P!nk,Cover Me In Sunshine,0.473,0.592,2.30955,80575503.0,948515.0
P!nk,TRUSTFALL,0.636,0.888,3.953333333333333,3309247.0,146755.0
P!nk,Who Knew,0.688,0.734,3.4748833333333335,168736063.0,611231.0
P!nk,True Love (feat. Lily Allen),0.457,0.823,3.84555,149977268.0,938718.0
Eminem,Mockingbird,0.637,0.678,4.179333333333333,719661717.0,5550929.0
Eminem,Without Me,0.908,0.669,4.838666666666667,1590485349.0,11469490.0
Eminem,The Real Slim Shady,0.949,0.661,4.736666666666666,777507160.0,6489755.0
Eminem,Superman,0.802,0.755,5.838666666666667,139257221.0,950561.0
Eminem,Till I Collapse,0.548,0.847,4.963116666666667,1931315.0,18992.0
Eminem,Stan,0.78,0.768,6.735116666666666,623027280.0,5152714.0
Eminem,Love The Way You Lie,0.749,0.925,4.38955,2539156924.0,12696568.0
Eminem,Godzilla (feat. Juice WRLD),0.808,0.745,3.513333333333333,547039623.0,9287567.0
Eminem,Sing For The Moment,0.668,0.824,5.659116666666667,454015875.0,2471743.0
Eminem,Not Afraid,0.855,0.954,4.13555,1727241246.0,11425215.0
Pharrell Williams,"Happy - From ""Despicable Me 2""",0.647,0.822,3.8786666666666667,128396799.0,718507.0
Pharrell Williams,Down In Atlanta,0.851,0.819,2.7340166666666668,3658044.0,88925.0
Pharrell Williams,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",0.893,0.745,3.72355,673495248.0,4097957.0
Pharrell Williams,Cash In Cash Out,0.877,0.56,3.6022666666666665,20392451.0,560857.0
Pharrell Williams,"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",0.81,0.733,3.8213833333333334,26641550.0,315368.0
Pharrell Williams,Hit Different,0.679,0.516,3.3668,121559320.0,1081676.0
Pharrell Williams,Neon Guts (feat. Pharrell Williams),0.859,0.563,4.31315,35793144.0,431472.0
Pharrell Williams,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),0.827,0.571,2.4403166666666665,11408003.0,477302.0
Pharrell Williams,Just A Cloud Away,0.89,0.46,2.934633333333333,2672481.0,63065.0
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,0.894,0.404,3.9417833333333334,59095041.0,433116.0
Khalid,lovely (with Khalid),0.351,0.296,3.3364333333333334,1721382178.0,24425840.0
Khalid,Numb,0.912,0.774,2.59315,25212794.0,418647.0
Khalid,Silence,0.52,0.761,3.013716666666667,129183587.0,1480652.0
Khalid,Young Dumb & Broke,0.799,0.539,3.375783333333333,886349984.0,5968729.0
Khalid,Eastside (with Halsey & Khalid),0.632,0.686,2.8461666666666665,632400004.0,2781127.0
Khalid,Better,0.596,0.552,3.822,860718114.0,4030063.0
Khalid,Location,0.736,0.449,3.6513333333333335,544666810.0,3251468.0
Khalid,8TEEN,0.83,0.585,3.81,1381628.0,12115.0
Khalid,Beautiful People (feat. Khalid),0.64,0.647,3.2977833333333333,353454004.0,2754251.0
Khalid,Love Lies (with Normani),0.708,0.648,3.3617833333333333,243497172.0,1758555.0
Shakira,"Shakira: Bzrp Music Sessions, Vol. 53",0.778,0.632,3.63815,252068988.0,9415668.0
Shakira,Monotonía,0.873,0.695,2.64675,189132077.0,3670104.0
Shakira,Te Felicito,0.695,0.636,2.8705833333333333,460717876.0,3361051.0
Shakira,Hips Don't Lie (feat. Wyclef Jean),0.778,0.824,3.6348833333333332,1214508056.0,6540184.0
Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),0.758,0.871,3.3771166666666668,3463816330.0,20327883.0
Shakira,DON'T YOU WORRY,0.831,0.868,3.2406333333333333,144690551.0,1327396.0
Shakira,Dia de Enero,0.687,0.361,2.88555,151765834.0,507258.0
Shakira,Chantaje (feat. Maluma),0.852,0.773,3.264,2805793003.0,10370533.0
Shakira,Inevitable,0.595,0.461,3.21445,135287306.0,437988.0
Shakira,Antologia,0.839,0.403,4.237333333333333,359765.0,4970.0
Machine Gun Kelly,my ex's best friend (with blackbear),0.731,0.675,2.32435,102439463.0,1072165.0
Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),0.628,0.744,2.8232833333333334,111974897.0,1198821.0
Machine Gun Kelly,maybe (feat. Bring Me The Horizon),0.601,0.92,2.835566666666667,20170299.0,294321.0
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0.653,0.718,3.3800833333333333,206242355.0,1923118.0
Machine Gun Kelly,forget me too (feat. Halsey),0.654,0.875,2.86035,68116200.0,854345.0
Machine Gun Kelly,bloody valentine,0.533,0.858,3.4193166666666666,117833946.0,1278216.0
Machine Gun Kelly,Bad Things (with Camila Cabello),0.697,0.691,3.9882166666666667,449712619.0,3621125.0
Machine Gun Kelly,make up sex (feat. blackbear),0.665,0.678,2.0428333333333333,15391210.0,182210.0
Machine Gun Kelly,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0.721,0.632,2.4143333333333334,35856519.0,335937.0
Machine Gun Kelly,ay! (feat. Lil Wayne),0.742,0.617,2.0698,19671018.0,273280.0
Nicky Jam,X,0.594,0.749,2.8809,2133459242.0,9883068.0
Nicky Jam,El Perdón (with Enrique Iglesias),0.628,0.69,3.431783333333333,1381668642.0,4089045.0
Nicky Jam,Bella y Sensual,0.635,0.713,3.4116833333333334,736730327.0,2634233.0
Nicky Jam,"Nicky Jam: Bzrp Music Sessions, Vol. 41",0.627,0.849,2.6347833333333335,592005.0,6740.0
Nicky Jam,Cuaderno,0.681,0.648,4.7751166666666665,321420163.0,1811446.0
Nicky Jam,En La Cama (feat. Daddy Yankee),0.855,0.912,2.61705,115543124.0,748538.0
Nicky Jam,Si Te Preguntan...,0.76,0.803,3.7179,61711565.0,435031.0
Nicky Jam,Hasta el Amanecer,0.832,0.608,3.3117833333333335,1546036758.0,4733493.0
Nicky Jam,Color Esperanza 2020,0.591,0.785,3.625783333333333,24706293.0,557112.0
Nicky Jam,Donde Estan las Gatas,0.827,0.788,2.8334166666666665,162725.0,2340.0
The Beatles,Here Comes The Sun - Remastered 2009,0.557,0.54,3.09555,114971785.0,1126554.0
The Beatles,Let It Be - Remastered 2009,0.443,0.403,4.05045,131925109.0,1075941.0
The Beatles,Come Together - Remastered 2009,0.533,0.376,4.33245,31607772.0,383619.0
The Beatles,Yesterday - Remastered 2009,0.332,0.179,2.09445,42856675.0,475089.0
The Beatles,Twist And Shout - Remastered 2009,0.482,0.849,2.5871166666666667,53228361.0,490790.0
The Beatles,Blackbird - Remastered 2009,0.686,0.127,2.30645,33852949.0,365297.0
The Beatles,In My Life - Remastered 2009,0.688,0.435,2.4388833333333335,63223118.0,463315.0
The Beatles,Hey Jude - Remastered 2015,0.386,0.607,7.094216666666667,56888766.0,460662.0
The Beatles,I Want To Hold Your Hand - Remastered 2015,0.49,0.715,2.429116666666667,28799448.0,275921.0
The Beatles,Something - Remastered 2009,0.396,0.338,3.0382166666666666,96849734.0,675186.0
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",0.671,0.939,4.205116666666667,1007596168.0,4265538.0
Pitbull,Timber (feat. Ke$ha),0.581,0.963,3.4026666666666667,1405539965.0,5671596.0
Pitbull,Time of Our Lives,0.721,0.802,3.8226666666666667,253293371.0,1423079.0
Pitbull,Feel This Moment (feat. Christina Aguilera),0.673,0.758,3.8251166666666667,704875181.0,2999847.0
Pitbull,International Love (feat. Chris Brown),0.67,0.855,3.788,866480662.0,2961540.0
Pitbull,Fireball (feat. John Ryan),0.761,0.933,3.9366666666666665,307624507.0,1576522.0
Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),0.592,0.935,3.708666666666667,894756316.0,4925915.0
Pitbull,Hotel Room Service,0.85,0.631,3.96,313590021.0,1533812.0
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),0.595,0.912,3.90755,300032949.0,1078390.0
Pitbull,HOT,0.898,0.677,2.574883333333333,52214351.0,688783.0
Sean Paul,No Lie,0.742,0.882,3.6862666666666666,1120854023.0,7147862.0
Sean Paul,Temperature,0.951,0.6,3.6428833333333333,361314925.0,2124819.0
Sean Paul,Go Down Deh (feat. Shaggy and Sean Paul),0.801,0.764,2.569183333333333,165860569.0,2514731.0
Sean Paul,Get Busy,0.741,0.824,3.5277666666666665,208573237.0,1324227.0
Sean Paul,She Doesn't Mind,0.718,0.776,3.79645,505918510.0,2235710.0
Sean Paul,Give It Up to Me,0.855,0.674,4.03755,306887054.0,1317175.0
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,0.711,0.761,4.064666666666667,306887054.0,1317175.0
Sean Paul,I'm Still in Love with You (feat. Sasha),0.765,0.666,4.556,314611933.0,2018040.0
Sean Paul,UP,0.812,0.712,2.4824,81787112.0,668740.0
Sean Paul,Contra La Pared,0.828,0.588,3.744683333333333,256405663.0,1928933.0
Elvis Presley,Can't Help Falling in Love,0.396,0.293,3.0393333333333334,363854960.0,3486602.0
Elvis Presley,Blue Christmas,0.465,0.27,2.1528833333333335,46348788.0,209579.0
Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),0.575,0.236,1.93045,282465.0,4533.0
Elvis Presley,Suspicious Minds,0.487,0.382,4.354666666666667,7484414.0,84407.0
Elvis Presley,Burning Love,0.66,0.748,2.838216666666667,3649438.0,17369.0
Elvis Presley,Always On My Mind,0.358,0.387,3.6406666666666667,12982178.0,152547.0
Elvis Presley,If I Can Dream,0.325,0.715,3.1973333333333334,43935538.0,374007.0
Elvis Presley,Jailhouse Rock,0.623,0.537,2.4488833333333333,242588704.0,1868278.0
Elvis Presley,(You're The) Devil in Disguise,0.481,0.733,2.34045,14332854.0,370274.0
2Pac,Hit 'Em Up - Single Version,0.916,0.844,5.21045,585712131.0,4363164.0
2Pac,Ambitionz Az A Ridah,0.801,0.91,4.639783333333333,89682.0,1301.0
2Pac,California Love - Original Version,0.763,0.85,4.74845,84654029.0,484619.0
2Pac,All Eyez On Me (ft. Big Syke),0.872,0.723,5.12955,14035099.0,64269.0
2Pac,Do For Love,0.874,0.63,4.693333333333333,1276815.0,24831.0
2Pac,Changes,0.865,0.665,4.48045,306542.0,4350.0
2Pac,Dear Mama,0.773,0.54,4.666666666666667,381061439.0,3225481.0
2Pac,Keep Ya Head Up,0.598,0.732,4.375116666666667,5434057.0,58781.0
2Pac,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),0.849,0.904,4.108883333333333,18949722.0,251281.0
2Pac,Can't C Me,0.795,0.852,5.512666666666667,1002891.0,13416.0
Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),0.762,0.861,2.8785666666666665,48725891.0,2843117.0
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",0.553,0.652,3.455783333333333,726601997.0,5635352.0
Snoop Dogg,Drop It Like It's Hot,0.888,0.632,4.43445,242845147.0,1854617.0
Snoop Dogg,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",0.723,0.732,3.3291166666666667,14272788.0,175218.0
Snoop Dogg,From The D 2 The LBC (with Snoop Dogg),0.718,0.768,3.5624166666666666,70515275.0,2308329.0
Snoop Dogg,Sweat - Remix,0.813,0.732,3.26645,237582702.0,1010443.0
Snoop Dogg,Beautiful,0.907,0.695,4.971783333333334,202432469.0,1231331.0
Snoop Dogg,I Wanna Fuck You,0.861,0.48,2.9806666666666666,31364.0,373.0
Snoop Dogg,Qué Maldición,0.755,0.531,3.3893333333333335,84170696.0,1245805.0
Snoop Dogg,Riders On The Storm - Fredwreck Remix,0.878,0.786,6.370666666666667,30994885.0,369883.0
Lil Wayne,Love Me,0.669,0.634,4.250883333333333,475532733.0,2941752.0
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.502,0.786,4.058183333333333,788318126.0,6142541.0
Lil Wayne,Mirror,0.328,0.622,3.80155,764982505.0,4833883.0
Lil Wayne,Forever,0.457,0.906,5.961783333333333,351589402.0,2019702.0
Lil Wayne,6 Foot 7 Foot,0.364,0.752,4.143116666666667,180051134.0,1119672.0
Lil Wayne,Lollipop,0.832,0.43,4.988883333333333,524707468.0,2641825.0
Lil Wayne,A Milli,0.663,0.688,3.6968833333333335,11856519.0,192622.0
Lil Wayne,Scared of the Dark (feat. XXXTENTACION),0.443,0.623,3.8833333333333333,7163.0,256.0
Lil Wayne,ay! (feat. Lil Wayne),0.742,0.617,2.0698,19671055.0,273280.0
Lil Wayne,Right Above It,0.376,0.841,4.53245,46104250.0,370102.0
Sia,Snowman,0.716,0.512,2.7651166666666667,215540369.0,4266217.0
Sia,Unstoppable,0.468,0.779,3.6291166666666665,151276432.0,1964768.0
Sia,Chandelier,0.399,0.787,3.602,2581536372.0,12476394.0
Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,0.259,0.437,3.9833333333333334,1953769806.0,14149628.0
Sia,Cheap Thrills,0.628,0.698,3.5277833333333333,1788225602.0,8821956.0
Sia,"Genius (feat. Sia, Diplo, and Labrinth)",0.603,0.615,3.5617833333333335,331492365.0,3990442.0
Sia,Elastic Heart,0.421,0.791,4.286666666666667,1261263786.0,5191365.0
Sia,Unstoppable - R3HAB Remix,0.678,0.744,2.7058833333333334,1298279.0,32710.0
Sia,Del Mar,0.759,0.636,3.5751166666666667,106746356.0,988318.0
Sia,Santa's Coming for Us,0.547,0.814,3.421116666666667,50685969.0,494298.0
Fleetwood Mac,Dreams - 2004 Remaster,0.828,0.492,4.296666666666667,41698012.0,476988.0
Fleetwood Mac,The Chain - 2004 Remaster,0.545,0.67,4.50355,63168341.0,618971.0
Fleetwood Mac,Everywhere - 2017 Remaster,0.73,0.487,3.77755,53248522.0,342799.0
Fleetwood Mac,Go Your Own Way - 2004 Remaster,0.583,0.947,3.7268833333333333,5109177.0,44832.0
Fleetwood Mac,Landslide,0.414,0.161,3.324883333333333,76081765.0,451100.0
Fleetwood Mac,Don't Stop - 2004 Remaster,0.671,0.71,3.22245,5410145.0,42737.0
Fleetwood Mac,Little Lies - 2017 Remaster,0.64,0.649,3.6842166666666665,49292398.0,385402.0
Fleetwood Mac,Rhiannon,0.723,0.49,4.212883333333333,8490005.0,61004.0
Fleetwood Mac,Gypsy,0.622,0.54,4.415116666666667,81512369.0,436530.0
Fleetwood Mac,Never Going Back Again - 2004 Remaster,0.654,0.336,2.24,2246595.0,23628.0
ABBA,Dancing Queen,0.543,0.87,3.84,679721429.0,3253260.0
ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),0.749,0.491,4.876883333333334,361288115.0,3156029.0
ABBA,Mamma Mia,0.749,0.748,3.55445,272724820.0,1324658.0
ABBA,Angeleyes,0.719,0.922,4.348216666666667,7540645.0,51162.0
ABBA,The Winner Takes It All,0.454,0.788,4.912,115380254.0,512491.0
ABBA,Take A Chance On Me,0.684,0.675,4.06555,142034489.0,512716.0
ABBA,Lay All Your Love On Me,0.678,0.727,4.57445,2968673.0,39389.0
ABBA,Waterloo,0.445,0.949,2.816,77339439.0,368779.0
ABBA,Chiquitita,0.5,0.554,5.438666666666666,219881780.0,1203620.0
ABBA,Super Trouper,0.764,0.626,4.214216666666666,90572907.0,375323.0
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),0.652,0.259,2.590883333333333,13683856.0,144902.0
Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,0.262,0.137,3.4433333333333334,6422826.0,94812.0
Frank Sinatra,Jingle Bells - Remastered 1999,0.512,0.339,2.01155,15255986.0,286935.0
Frank Sinatra,My Way,0.401,0.381,4.613333333333333,40356494.0,323576.0
Frank Sinatra,Somethin' Stupid,0.257,0.338,2.7082166666666665,420791.0,5476.0
Frank Sinatra,Santa Claus Is Comin' to Town,0.646,0.204,2.5773333333333333,1679701.0,23726.0
Frank Sinatra,Fly Me To The Moon (In Other Words),0.668,0.26,2.45,135669950.0,1746670.0
Frank Sinatra,Strangers In The Night,0.259,0.473,2.6311166666666668,14266051.0,131664.0
Frank Sinatra,That's Life,0.56,0.434,3.1173333333333333,45558716.0,271523.0
Frank Sinatra,Silent Night - 1999 Remaster,0.252,0.118,2.4382166666666665,43026.0,932.0
Tiësto,10:35,0.696,0.793,2.8708833333333335,12850997.0,137385.0
Tiësto,The Motto,0.754,0.763,2.7469833333333336,124255684.0,980422.0
Tiësto,Don't Be Shy,0.77,0.787,2.341666666666667,329901294.0,2401650.0
Tiësto,Lay Low,0.534,0.855,2.557383333333333,2192535.0,28849.0
Tiësto,The Business,0.798,0.62,2.7333333333333334,236818708.0,1836947.0
Tiësto,Hot In It,0.748,0.841,2.1636166666666665,5891427.0,96134.0
Tiësto,Pump It Louder,0.66,0.942,2.64285,2099152.0,61252.0
Tiësto,Another Love - Tiësto Remix,0.79,0.764,3.0894333333333335,2182357.0,31412.0
Tiësto,Baila Conmigo,0.652,0.855,2.4375,2087256.0,32315.0
Tiësto,Jackie Chan,0.747,0.833,3.596,52275235.0,520812.0
Elton John,Cold Heart - PNAU Remix,0.795,0.8,3.3789166666666666,396909270.0,2532714.0
Elton John,I'm Still Standing,0.504,0.904,3.0573333333333332,170453554.0,1658219.0
Elton John,Hold Me Closer,0.658,0.783,3.3707666666666665,15181510.0,165237.0
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.601,0.532,4.69355,129299713.0,960562.0
Elton John,Your Song,0.554,0.315,4.0297833333333335,1591571.0,22237.0
